1.089474154335620248e+01,1.089474154335620248e+01,1.008770154174805533e+01,1.008770155621736464e+01,9.396085724193602218e+00,8.398257573608258753e+00
8.594288501530602531e+00,7.784959824387622795e+00,7.784959824387622795e+00,7.414516017390781144e+00,7.093474860315786223e+00,5.387948841089489349e+00
7.302759080147591675e+00,6.241437890240679742e+00,6.491578376955756013e+00,6.005704790747929067e+00,5.801247918063909381e+00,3.627048376036192678e+00
6.412151639195797337e+00,5.229351284916706533e+00,5.600003244605725072e+00,5.058486052643563546e+00,4.910367679236934180e+00,2.377660250305040357e+00
5.736169627235914170e+00,4.482397057556298137e+00,4.923247089800557141e+00,4.349457462702726929e+00,4.234249218041716389e+00,1.408515883838802774e+00
5.193352254174832261e+00,3.893289820193954309e+00,4.379820810339903225e+00,3.785127155666432319e+00,3.691488932230671871e+00,6.167379277337654564e-01
4.741083321148672702e+00,3.408468697107357670e+00,3.926968854613043014e+00,3.317736089403303001e+00,3.239187946601361556e+00,-5.273122537050067837e-02
4.353881866347784957e+00,2.997474996717768292e+00,3.539432422019806346e+00,2.919611217970838446e+00,2.852214330691583033e+00,-6.326408179431756151e-01
4.016047831482858932e+00,2.641351648049909517e+00,3.201244470301227274e+00,2.573365116435103683e+00,2.514491830156911245e+00,-1.144167444453600524e+00
3.716667784160793353e+00,2.327553674524261762e+00,2.901546058524110627e+00,2.267362820159805281e+00,2.215289381188275009e+00,-1.601740859643000947e+00
3.448095774859028850e+00,2.047350776312014009e+00,2.632687154422808540e+00,1.993512145659980916e+00,1.946864549906231368e+00,-2.015666314312124285e+00
3.204738029187073067e+00,1.794434152628867629e+00,2.389071313080056491e+00,1.745811762934920353e+00,1.703658285968792763e+00,-2.393597562273286350e+00
2.982386222856586944e+00,1.564102103184459747e+00,2.166484424886158333e+00,1.519849359953192591e+00,1.481460590215642581e+00,-2.741204073548098474e+00
2.777794355423239825e+00,1.352759309888769135e+00,1.961676040939414056e+00,1.312214559154355920e+00,1.277022527093257809e+00,-3.063040026488690337e+00
2.588407158507390005e+00,1.157595897617462732e+00,1.772087628549666949e+00,1.120232850868484231e+00,1.087786116366814770e+00,-3.362659932124479667e+00
2.412177993869742743e+00,9.763748631467001893e-01,1.595670121792176710e+00,9.417341748441756533e-01,9.117031061748603893e-01,-3.642992636634309722e+00
2.247442877691518071e+00,8.072869695339900398e-01,1.430757785488248279e+00,7.750796451973620549e-01,7.470708937571852726e-01,-3.906228746066045421e+00
2.092831174265558758e+00,6.488490285037117333e-01,1.275978760908574650e+00,6.187806187130296953e-01,5.926304473424048869e-01,-4.154465108458507139e+00
1.947200860679705992e+00,4.998092254261387590e-01,1.130190198399712243e+00,4.716550676724163282e-01,4.471330420340489109e-01,-4.389287362074385968e+00
1.809590674936093269e+00,3.592054103759406147e-01,9.924302924959638172e-01,3.327122897649870126e-01,3.096234670003069622e-01,-4.612070245933351131e+00
1.679184127257652426e+00,2.260956414334673314e-01,8.618822002402172222e-01,2.011039925822772356e-01,1.793705058979067068e-01,-4.823978975224584964e+00
1.555282014436927707e+00,9.976077163928936953e-02,7.378464818147640880e-01,7.617481790545488352e-02,5.559059836498403406e-02,-5.026015160696661432e+00
1.437281137847153945e+00,-2.043424658878911782e-02,6.197197622850597609e-01,-4.277282766399198577e-02,-6.228926689642344527e-02,-5.219053503665883831e+00
1.324657620020172066e+00,-1.350393143622168335e-01,5.069780070090786905e-01,-1.562483436701795902e-01,-1.747917935137608403e-01,-5.403866252421968497e+00
1.216953679100230223e+00,-2.445357630947898597e-01,3.991632675055447610e-01,-2.647211827255099292e-01,-2.823743195276569029e-01,-5.581138183966026567e+00
1.113767037311181873e+00,-3.493486361213580249e-01,2.958730714751771629e-01,-3.686036950185201944e-01,-3.854394340153950438e-01,-5.751474074772130685e+00
1.014742359639642322e+00,-4.498556806810138919e-01,1.967518509459406928e-01,-4.682640029555824590e-01,-4.843432391366111478e-01,-5.915385553122628259e+00
9.195642742670300240e-01,-5.463940092397666648e-01,1.014839581313605466e-01,-5.640125012176062658e-01,-5.794231473589995796e-01,-6.073332843592886832e+00
8.279516375863162914e-01,-6.393102870642303204e-01,9.787930200697519609e-03,-6.561485832717687261e-01,-6.708965750408792950e-01,-6.225733345479270930e+00
7.396527874750603582e-01,-7.287393209746200196e-01,-7.858825469970792676e-02,-7.449252729054016697e-01,-7.590780139657821168e-01,-6.372963144926054646e+00
6.544415879087418508e-01,-8.150584113258241281e-01,-1.638711281464716729e-01,-8.305734787087440951e-01,-8.441724301825229704e-01,-6.515362517506302353e+00
5.721141122334176821e-01,-8.984305377631938150e-01,-2.462650423543376599e-01,-9.132611689322098769e-01,-9.263839032343199609e-01,-6.653240283465963856e+00
4.924858456152158004e-01,-9.789458273686798551e-01,-3.259549613985317507e-01,-9.932971037751731069e-01,-1.005897148913809103e+00,-6.786877310714543476e+00
4.153893124367717959e-01,-1.056902822434564460e+00,-4.031088274140557925e-01,-1.070731561442820556e+00,-1.082879873316428876e+00,-6.916528972847776124e+00
3.406720537184929065e-01,-1.132421338076900819e+00,-4.778795770014642175e-01,-1.145760116556535868e+00,-1.157484754930609094e+00,-7.042425856647431814e+00
2.681948945842101417e-01,-1.205646036674038024e+00,-5.504068680210322251e-01,-1.218524579832853449e+00,-1.229851145764526255e+00,-7.164778081183120761e+00
1.978304534178220719e-01,-1.276709203564637907e+00,-6.208185652510869179e-01,-1.289154701615812471e+00,-1.300106603085347423e+00,-7.283778509339868812e+00
1.294618534861903536e-01,-1.345732112287671978e+00,-6.892320241973568518e-01,-1.357769495505239732e+00,-1.368368185328813658e+00,-7.399604757790623211e+00
6.298160501530847277e-02,-1.412826207323466976e+00,-7.557552050865601334e-01,-1.424478385809070602e+00,-1.434743570817712310e+00,-7.512420875265918951e+00
-1.709368552006276798e-03,-1.478094132713140940e+00,-8.204876433038540418e-01,-1.489382206006334641e+00,-1.499332030880251132e+00,-7.622378749692646949e+00
-6.470258179371909946e-02,-1.541630629946525222e+00,-8.835212979210675943e-01,-1.552574070715819765e+00,-1.562225279373988585e+00,-7.729619298655254767e+00
-1.260827340243597106e-01,-1.603523324504496639e+00,-9.449412962542669270e-01,-1.614140139875929858e+00,-1.623508217024184352e+00,-7.834273489138388946e+00
-1.859283664639193312e-01,-1.663853417180343408e+00,-1.004826589374407719e+00,-1.674160290725139610e+00,-1.683259585958915006e+00,-7.936463223237604225e+00
-2.443124424059011923e-01,-1.722696293672268508e+00,-1.063250531063152593e+00,-1.732708710646452932e+00,-1.741552547318340860e+00,-8.036302117883559859e+00
-3.013028609240384070e-01,-1.780122063760990914e+00,-1.120281390699761292e+00,-1.789854421832566933e+00,-1.798455192706382100e+00,-8.133896199343125133e+00
-3.569629139995372791e-01,-1.836196039608587460e+00,-1.175982808925860823e+00,-1.845661747002803166e+00,-1.854030998516482676e+00,-8.229344527566610168e+00
-4.113517416279458550e-01,-1.890979161248240503e+00,-1.230414203589716982e+00,-1.900190723978056218e+00,-1.908339230729147129e+00,-8.322739761259969171e+00
-4.645247208321636734e-01,-1.944528376101090084e+00,-1.283631132333139080e+00,-1.953497475721222232e+00,-1.961435306578040771e+00,-8.414168671631692575e+00
-5.165337262461225931e-01,-1.996896978354588903e+00,-1.335685617265113256e+00,-2.005634541471315924e+00,-2.013371118515743685e+00,-8.503712610801757776e+00
-5.674274141583632858e-01,-2.048134913184040951e+00,-1.386626436378905591e+00,-2.191968950334675981e+00,-2.064195325097367029e+00,-8.591447939584845983e+00
-6.172514827225579204e-01,-2.098297111899253498e+00,-1.436499385712471044e+00,-2.240402326015901835e+00,-2.113953612730802512e+00,-8.677446418538785622e+00
-6.660489063955785660e-01,-2.147411239319580112e+00,-1.485347515705818022e+00,-2.287851499365321395e+00,-2.162688931695750494e+00,-8.761775565625759654e+00
-7.138601476017139014e-01,-2.195564992802484294e+00,-1.533211344736483239e+00,-2.334355019227401851e+00,-2.210441709364906249e+00,-8.844498983446342777e+00
-7.607233482324301521e-01,-2.242711992723187109e+00,-1.580129052425372160e+00,-2.379949236144374591e+00,-2.257250043183972377e+00,-8.925676658698053600e+00
-8.066745032387725445e-01,-2.288938240515552280e+00,-1.626136654961573891e+00,-2.424668464682391278e+00,-2.303149875632022336e+00,-9.005365236238183968e+00
-8.517476182951111419e-01,-2.334278332443947779e+00,-1.671268164414840829e+00,-2.468545131339714871e+00,-2.348201274963047425e+00,-9.083618269876708951e+00
-8.961272754127911355e-01,-2.378764925245198114e+00,-1.715555733748705514e+00,-2.511609909538354390e+00,-2.392374485917393212e+00,-9.160499866445983130e+00
-9.395671638150318028e-01,-2.422428885937693455e+00,-1.759029789047418912e+00,-2.553891842997209949e+00,-2.435738361119097029e+00,-9.236019776497103706e+00
-9.822227171897138787e-01,-2.465299427909066310e+00,-1.801719150277118375e+00,-2.595418458608408141e+00,-2.478321169227395426e+00,-9.310293892869447419e+00
-1.024121248051891309e+00,-2.507404234385081754e+00,-1.843651141749831579e+00,-2.636215869808249401e+00,-2.520149713926366886e+00,-9.383250749802511947e+00
-1.065288678569606517e+00,-2.548769570325148504e+00,-1.884851693323376765e+00,-2.676308871329919459e+00,-2.561249451451619752e+00,-9.455037139943197388e+00
-1.105749632900584034e+00,-2.589420383727446318e+00,-1.925345433245988502e+00,-2.715721026128796289e+00,-2.601644594496980378e+00,-9.525656474890414671e+00
-1.145527522016558830e+00,-2.629380397287477411e+00,-1.965155773460668387e+00,-2.754474745207306619e+00,-2.641358202475636574e+00,-9.595146060576666969e+00
-1.184644621728480729e+00,-2.668672190850960746e+00,-2.004304988082196370e+00,-2.792591360989786775e+00,-2.680412244967831370e+00,-9.663541421253501795e+00
-1.223122144560828906e+00,-2.707317270673561538e+00,-2.042814285694280141e+00,-2.830091194854236214e+00,-2.718827697366149820e+00,-9.730876421949288257e+00
-1.260980306041349364e+00,-2.745336145734605271e+00,-2.080703876033922040e+00,-2.866993619363823687e+00,-2.756624619662702891e+00,-9.797183377716635277e+00
-1.298238385922794169e+00,-2.782748394853890250e+00,-2.117993031577384944e+00,-2.903317115704786566e+00,-2.793822197471695912e+00,-9.862493151783125356e+00
-1.334914784788644004e+00,-2.819572717957926411e+00,-2.154700144483297830e+00,-2.939079326783026413e+00,-2.830438781278452609e+00,-9.926835244334972330e+00
-1.371027076457804306e+00,-2.855826983907651773e+00,-2.190842779306224397e+00,-2.974297106398923418e+00,-2.866491924898467936e+00,-9.990237873339864905e+00
-1.406592056552648851e+00,-2.891528275495698797e+00,-2.226437721846703965e+00,-3.008986564870530067e+00,-2.901998423035557106e+00,-1.005272804854778990e+01
-1.441625787563447503e+00,-2.926692931831168298e+00,-2.261501024472881038e+00,-3.043163111445292834e+00,-2.936974347848857025e+00,-1.011433163959066661e+01
-1.476143640707610061e+00,-2.961336588296247907e+00,-2.296048048210993731e+00,-3.076841493797166649e+00,-2.971435084447583197e+00,-1.017507343892599891e+01
-1.510160334852251873e+00,-2.995474214240871458e+00,-2.330093501876282058e+00,-3.110035834875489069e+00,-3.005395365251695594e+00,-1.023497722023000200e+01
-1.543689972743682359e+00,-3.029120148560565884e+00,-2.363651478488995039e+00,-3.142759667336845641e+00,-3.038869303167170521e+00,-1.029406579273510047e+01
-1.576746074764387107e+00,-3.062288133286793279e+00,-2.396735489196122781e+00,-3.175025965761581581e+00,-3.071870423534509342e+00,-1.035236105191996181e+01
-1.609341610414525725e+00,-3.094991345301640884e+00,-2.429358494897763343e+00,-3.206847176826192580e+00,-3.104411694812324818e+00,-1.040988402689259651e+01
-1.641489027703861625e+00,-3.127242426282341725e+00,-2.461532935766354235e+00,-3.238235247585708354e+00,-3.136505557967502966e+00,-1.046665492475442960e+01
-1.673200280611953472e+00,-3.159053510956685518e+00,-2.493270758815400168e+00,-3.269201651986648915e+00,-3.168163954532064785e+00,-1.052269317219229450e+01
-1.704486854771015469e+00,-3.190436253751254281e+00,-2.524583443676036154e+00,-3.299757415725876442e+00,-3.199398353298410935e+00,-1.057801745451356723e+01
-1.735359791507340210e+00,-3.221401853900183188e+00,-2.555482026716370481e+00,-3.329913139551957446e+00,-3.230219775620533973e+00,-1.063264575231477416e+01
-1.765829710363142624e+00,-3.251974113470037953e+00,-2.585977123627017260e+00,-3.359679021092493389e+00,-3.260638819191211457e+00,-1.068659537595432774e+01
-1.795906830211631222e+00,-3.282124287443690225e+00,-2.616078950588159646e+00,-3.389064875290983103e+00,-3.290665678573961639e+00,-1.073988299798452850e+01
-1.825600989074815717e+00,-3.311901447808027310e+00,-2.645797344126416650e+00,-3.418080153534205134e+00,-3.320310167242196187e+00,-1.079252468368507678e+01
-1.854921662731007670e+00,-3.341302160012181499e+00,-2.675141779751253335e+00,-3.446733961543997360e+00,-3.349581739964912597e+00,-1.084453591982962628e+01
-1.883877982205278023e+00,-3.370335673899631068e+00,-2.704121389463518987e+00,-3.475035076116627764e+00,-3.378489511117019450e+00,-1.089593164180776164e+01
-1.912478750219963386e+00,-3.399010906368794771e+00,-2.732744978216159470e+00,-3.503024620794330968e+00,-3.407042271071391237e+00,-1.094672625921635145e+01
-1.940732456674356676e+00,-3.427336457133629555e+00,-2.761021039394960574e+00,-3.530629152734687803e+00,-3.435248500933656413e+00,-1.099693368002653493e+01
-1.968647293232673290e+00,-3.455289881882918301e+00,-2.788957769400358888e+00,-3.557911889936526073e+00,-3.463099203431800444e+00,-1.104656733342508268e+01
-1.996231167065929180e+00,-3.482964527790982423e+00,-2.816563081376093791e+00,-3.584878644094442901e+00,-3.490674278993326052e+00,-1.109564019142149505e+01
-2.023491713819491000e+00,-3.510310838148883228e+00,-2.843844618158481108e+00,-3.611535556130699209e+00,-3.517868886790219474e+00,-1.114416478930470156e+01
-2.050436309850560246e+00,-3.537333923191501750e+00,-2.870809764488441829e+00,-3.637888817650414719e+00,-3.544768549982934225e+00,-1.119215324502565601e+01
-2.077072083783267242e+00,-3.563999941744135036e+00,-2.897465658537738520e+00,-3.663943054724280390e+00,-3.571359788699506321e+00,-1.123961727757454732e+01
-2.103405927433002365e+00,-3.590392086718267262e+00,-2.923819202799656569e+00,-3.689703971005034333e+00,-3.597649341412897606e+00,-1.128656822441373819e+01
-2.129444506135075521e+00,-3.616486868228685037e+00,-2.949877074379829267e+00,-3.715178167578634394e+00,-3.623643824790058421e+00,-1.133301705802029780e+01
-2.155194268516216649e+00,-3.642321516975927764e+00,-2.975645734727065506e+00,-3.740384824319920032e+00,-3.649349744929881290e+00,-1.137897440158518414e+01
-2.180661455749532074e+00,-3.667830776314811470e+00,-3.001131438844630406e+00,-3.765320222459030752e+00,-3.674803395942744633e+00,-1.142450747576988590e+01
-2.205852110320345005e+00,-3.693062133968937566e+00,-3.026340244009231739e+00,-3.789945821857849229e+00,-3.699935185909391855e+00,-1.146949887303225957e+01
-2.230772084333471295e+00,-3.718023865155839491e+00,-3.051278018030820771e+00,-3.814336681399806750e+00,-3.724802609512686491e+00,-1.151403112965830822e+01
-2.255427047395969886e+00,-3.742722897620140987e+00,-3.075950447084226269e+00,-3.838471578034018172e+00,-3.749412162419292649e+00,-1.155811336663834510e+01
-2.279822494093231899e+00,-3.767172288168333161e+00,-3.100363043133953500e+00,-3.862356162560756534e+00,-3.773766169401691517e+00,-1.160175440742069419e+01
-2.303963751089909362e+00,-3.791349658517811250e+00,-3.124521150982485729e+00,-3.885995813934473464e+00,-3.797867882800682882e+00,-1.164496279847864812e+01
-2.327855983874681289e+00,-3.815287122292850164e+00,-3.148367083356593987e+00,-3.909395624762417754e+00,-3.821724746623716307e+00,-1.168774682895142192e+01
-2.351504203169188845e+00,-3.838982783587279624e+00,-3.172066280134115956e+00,-3.932560399907270909e+00,-3.845344196852453766e+00,-1.173011454901801009e+01
-2.374913271025294925e+00,-3.862443084480950528e+00,-3.195512408666255855e+00,-3.955456999997509548e+00,-3.868695926050138567e+00,-1.177207378667738347e+01
-2.398087906623129761e+00,-3.885636127557324127e+00,-3.218710108044479767e+00,-3.978153406656700142e+00,-3.891831561630773262e+00,-1.181363216265437011e+01
-2.421032691790994118e+00,-3.908618484656772196e+00,-3.241664004672939026e+00,-4.000626665864358777e+00,-3.914737932294988454e+00,-1.185479710322630709e+01
-2.443752076262448281e+00,-3.931374333924670061e+00,-3.264379040107825869e+00,-4.022881066928729155e+00,-3.937419533544711303e+00,-1.189557585086605052e+01
-2.466250382685377218e+00,-3.953908064814942058e+00,-3.286860118179278700e+00,-4.044920776904746162e+00,-3.959880728583483389e+00,-1.193597547271363091e+01
-2.488531811393270399e+00,-3.976223938191849161e+00,-3.309215318572290343e+00,-4.066749845701166599e+00,-3.982125750381965812e+00,-1.197598343666400922e+01
-2.510600444961066380e+00,-3.998326089716130127e+00,-3.331298715051783876e+00,-4.088372211022082148e+00,-4.004158704231305599e+00,-1.201566475998830086e+01
-2.532460252544973756e+00,-4.020218533412430517e+00,-3.353173048952809321e+00,-4.109791703117554817e+00,-4.025983570736244133e+00,-1.205496770989403110e+01
-2.554115094029949073e+00,-4.041905165406935119e+00,-3.374842176728441778e+00,-4.131012049345672565e+00,-4.047604209199548997e+00,-1.209386920455242986e+01
-2.575568723986931818e+00,-4.063389767792498830e+00,-3.396309850586631374e+00,-4.152036878530666719e+00,-4.069024361318017924e+00,-1.213254368273749861e+01
-2.596824795453422929e+00,-4.084676012589975258e+00,-3.417579722137988441e+00,-4.172869725121342022e+00,-4.090247655124725767e+00,-1.217078724229170561e+01
-2.617886863547336684e+00,-4.105767465765544522e+00,-3.438655345891528103e+00,-4.193514033148314724e+00,-4.111277609107325759e+00,-1.220871849513785001e+01
-2.638758388921693676e+00,-4.126667591269004731e+00,-3.459540182603765945e+00,-4.213973159983874339e+00,-4.132117636441872577e+00,-1.224632122230060638e+01
-2.659442741067511218e+00,-4.147379755061325390e+00,-3.480237602489012261e+00,-4.234250379909650697e+00,-4.152771049289217586e+00,-1.228360053687888076e+01
-2.679943201475129211e+00,-4.167907229104609534e+00,-3.500750888297206931e+00,-4.254348887499093124e+00,-4.173241063109669469e+00,-1.232056174258583781e+01
-2.700262966660334385e+00,-4.188253195292277020e+00,-3.521083238266645932e+00,-4.274275262871910286e+00,-4.193492633869104758e+00,-1.235721036086418856e+01
-2.720405151061382032e+00,-4.208420749299876640e+00,-3.541237768955979526e+00,-4.294022137252076377e+00,-4.213600582372490244e+00,-1.239355202318799520e+01
-2.740372789812256737e+00,-4.228412904340956402e+00,-3.561217517959230694e+00,-4.313602817279646118e+00,-4.233534272697298206e+00,-1.242962734506136435e+01
